pokedex_number,generation,name,type1,type2,classification,abilities,percentage_male,capture_rate,base_egg_steps,base_happiness,height_m,weight_kg,base_total,hp,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
360,3,Wynaut,psychic,,Bright Pokémon,"['Shadow Tag', 'Telepathy']",50.0,125,5120,70,0.6,14.0,260,95,23,48,23,48,23,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
361,3,Snorunt,ice,,Snow Hat Pokémon,"['Inner Focus', 'Ice Body', 'Moody']",50.0,190,5120,70,0.7,16.8,300,50,50,50,50,50,50,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
362,3,Glalie,ice,,Face Pokémon,"['Inner Focus', 'Ice Body', 'Moody']",50.0,75,5120,70,1.5,256.5,580,80,120,80,120,80,100,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
363,3,Spheal,ice,water,Clap Pokémon,"['Thick Fat', 'Ice Body', 'Oblivious']",50.0,255,5120,70,0.8,39.5,290,70,40,50,55,50,25,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5
364,3,Sealeo,ice,water,Ball Roll Pokémon,"['Thick Fat', 'Ice Body', 'Oblivious']",50.0,120,5120,70,1.1,87.6,410,90,60,70,75,70,45,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5
365,3,Walrein,ice,water,Ice Break Pokémon,"['Thick Fat', 'Ice Body', 'Oblivious']",50.0,45,5120,70,1.4,150.6,530,110,80,90,95,90,65,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5
366,3,Clamperl,water,,Bivalve Pokémon,"['Shell Armor', 'Rattled']",50.0,255,5120,70,0.4,52.5,345,35,64,85,74,55,32,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
367,3,Huntail,water,,Deep Sea Pokémon,"['Swift Swim', 'Water Veil']",50.0,60,5120,70,1.7,27.0,485,55,104,105,94,75,52,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
368,3,Gorebyss,water,,South Sea Pokémon,"['Swift Swim', 'Hydration']",50.0,60,5120,70,1.8,22.6,485,55,84,105,114,75,52,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
369,3,Relicanth,water,rock,Longevity Pokémon,"['Swift Swim', 'Rock Head', 'Sturdy']",88.1,25,10240,70,1.0,23.4,485,100,90,130,45,65,55,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
370,3,Luvdisc,water,,Rendezvous Pokémon,"['Swift Swim', 'Hydration']",24.6,225,5120,70,0.6,8.7,330,43,30,55,40,65,97,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
371,3,Bagon,dragon,,Rock Head Pokémon,"['Rock Head', 'Sheer Force']",50.0,45,10240,35,0.6,42.1,300,45,75,60,40,30,50,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
372,3,Shelgon,dragon,,Endurance Pokémon,"['Rock Head', 'Overcoat']",50.0,45,10240,35,1.1,110.5,420,65,95,100,60,50,50,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
373,3,Salamence,dragon,flying,Dragon Pokémon,"['Intimidate', 'Moxie']",50.0,45,10240,35,1.5,102.6,700,95,145,130,120,90,120,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
374,3,Beldum,steel,psychic,Iron Ball Pokémon,"['Clear Body', 'Light Metal']",,3,10240,35,0.6,95.2,300,40,55,80,35,60,30,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
375,3,Metang,steel,psychic,Iron Claw Pokémon,"['Clear Body', 'Light Metal']",,3,10240,35,1.2,202.5,420,60,75,100,55,80,50,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
376,3,Metagross,steel,psychic,Iron Leg Pokémon,"['Clear Body', 'Light Metal']",,3,10240,35,1.6,550.0,700,80,145,150,105,110,110,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
377,3,Regirock,rock,,Rock Peak Pokémon,"['Clear Body', 'Sturdy']",,3,20480,35,1.7,230.0,580,80,100,200,50,100,50,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
378,3,Regice,ice,,Iceberg Pokémon,"['Clear Body', 'Ice Body']",,3,20480,35,1.8,175.0,580,80,50,100,100,200,50,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
379,3,Registeel,steel,,Iron Pokémon,"['Clear Body', 'Light Metal']",,3,20480,35,1.9,205.0,580,80,75,150,75,150,50,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0
380,3,Latias,dragon,psychic,Eon Pokémon,['Levitate'],0.0,3,30720,90,1.4,40.0,700,80,100,120,140,150,110,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5
381,3,Latios,dragon,psychic,Eon Pokémon,['Levitate'],100.0,3,30720,90,2.0,60.0,700,80,130,100,160,120,110,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5
382,3,Kyogre,water,,Sea Basin Pokémon,['Drizzle'],,3,30720,0,4.5,352.0,770,100,150,90,180,160,90,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
383,3,Groudon,ground,,Continent Pokémon,['Drought'],,3,30720,0,3.5,950.0,770,100,180,160,150,90,90,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
384,3,Rayquaza,dragon,flying,Sky High Pokémon,['Air Lock'],,45,30720,0,7.0,206.5,780,105,180,100,180,100,115,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
385,3,Jirachi,steel,psychic,Wish Pokémon,['Serene Grace'],,3,30720,100,0.3,1.1,600,100,100,100,100,100,100,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
386,3,Deoxys,psychic,,DNA Pokémon,['Pressure'],,3,30720,0,1.7,60.8,600,50,95,90,95,90,180,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
387,4,Turtwig,grass,,Tiny Leaf Pokémon,"['Overgrow', 'Shell Armor']",88.1,45,5120,70,0.4,10.2,318,55,68,64,45,55,31,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
388,4,Grotle,grass,,Grove Pokémon,"['Overgrow', 'Shell Armor']",88.1,45,5120,70,1.1,97.0,405,75,89,85,55,65,36,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
389,4,Torterra,grass,ground,Continent Pokémon,"['Overgrow', 'Shell Armor']",88.1,45,5120,70,2.2,310.0,525,95,109,105,75,85,56,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,1.0,1.0
390,4,Chimchar,fire,,Chimp Pokémon,"['Blaze', 'Iron Fist']",88.1,45,5120,70,0.5,6.2,309,44,58,44,58,44,61,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
391,4,Monferno,fire,fighting,Playful Pokémon,"['Blaze', 'Iron Fist']",88.1,45,5120,70,0.9,22.0,405,64,78,52,78,52,81,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
392,4,Infernape,fire,fighting,Flame Pokémon,"['Blaze', 'Iron Fist']",88.1,45,5120,70,1.2,55.0,534,76,104,71,104,71,108,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
393,4,Piplup,water,,Penguin Pokémon,"['Torrent', 'Defiant']",88.1,45,5120,70,0.4,5.2,314,53,51,53,61,56,40,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
394,4,Prinplup,water,,Penguin Pokémon,"['Torrent', 'Defiant']",88.1,45,5120,70,0.8,23.0,405,64,66,68,81,76,50,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
395,4,Empoleon,water,steel,Emperor Pokémon,"['Torrent', 'Defiant']",88.1,45,5120,70,1.7,84.5,530,84,86,88,111,101,60,0.5,1.0,0.5,2.0,0.5,2.0,1.0,0.5,1.0,1.0,2.0,0.25,0.5,0.0,0.5,0.5,0.25,0.5
396,4,Starly,normal,flying,Starling Pokémon,"['Keen Eye', 'Reckless']",50.0,255,3840,70,0.3,2.0,245,40,55,30,30,30,60,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
397,4,Staravia,normal,flying,Starling Pokémon,"['Intimidate', 'Reckless']",50.0,120,3840,70,0.6,15.5,340,55,75,50,40,40,80,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
398,4,Staraptor,normal,flying,Predator Pokémon,"['Intimidate', 'Reckless']",50.0,45,3840,70,1.2,24.9,485,85,120,70,50,60,100,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
399,4,Bidoof,normal,,Plump Mouse Pokémon,"['Simple', 'Unaware', 'Moody']",50.0,255,3840,70,0.5,20.0,250,59,45,40,35,40,31,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
400,4,Bibarel,normal,water,Beaver Pokémon,"['Simple', 'Unaware', 'Moody']",50.0,127,3840,70,1.0,31.5,410,79,85,60,55,60,71,1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
401,4,Kricketot,bug,,Cricket Pokémon,"['Shed Skin', 'Run Away']",50.0,255,3840,70,0.3,2.2,194,37,25,41,25,41,25,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
402,4,Kricketune,bug,,Cricket Pokémon,"['Swarm', 'Technician']",50.0,45,3840,70,1.0,25.5,384,77,85,51,55,51,65,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
403,4,Shinx,electric,,Flash Pokémon,"['Rivalry', 'Intimidate', 'Guts']",50.0,235,5120,70,0.5,9.5,263,45,65,34,40,34,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
404,4,Luxio,electric,,Spark Pokémon,"['Rivalry', 'Intimidate', 'Guts']",50.0,120,5120,100,0.9,30.5,363,60,85,49,60,49,60,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
405,4,Luxray,electric,,Gleam Eyes Pokémon,"['Rivalry', 'Intimidate', 'Guts']",50.0,45,5120,70,1.4,42.0,523,80,120,79,95,79,70,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
406,4,Budew,grass,poison,Bud Pokémon,"['Natural Cure', 'Poison Point', 'Leaf Guard']",50.0,255,5120,70,0.2,1.2,280,40,30,35,50,70,55,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
407,4,Roserade,grass,poison,Bouquet Pokémon,"['Natural Cure', 'Poison Point', 'Technician']",50.0,75,5120,70,0.9,14.5,515,60,70,65,125,105,90,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
408,4,Cranidos,rock,,Head Butt Pokémon,"['Mold Breaker', 'Sheer Force']",88.1,45,7680,70,0.9,31.5,350,67,125,40,30,30,58,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
409,4,Rampardos,rock,,Head Butt Pokémon,"['Mold Breaker', 'Sheer Force']",88.1,45,7680,70,1.6,102.5,495,97,165,60,65,50,58,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
410,4,Shieldon,rock,steel,Shield Pokémon,"['Sturdy', 'Soundproof']",88.1,45,7680,70,0.5,57.0,350,30,42,118,42,88,30,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
411,4,Bastiodon,rock,steel,Shield Pokémon,"['Sturdy', 'Soundproof']",88.1,45,7680,70,1.3,149.5,495,60,52,168,47,138,30,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
412,4,Burmy,bug,,Bagworm Pokémon,"['Shed Skin', 'Overcoat']",50.0,120,3840,70,0.2,3.4,224,40,29,45,29,45,36,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
413,4,Wormadam,bug,grass,Bagworm Pokémon,"['Anticipation', 'Overcoat']",0.0,45,3840,70,0.5,6.5,424,60,69,95,69,95,36,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5
414,4,Mothim,bug,flying,Moth Pokémon,"['Swarm', 'Tinted Lens']",100.0,45,3840,70,0.9,23.3,424,70,94,50,94,50,66,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
415,4,Combee,bug,flying,Tiny Bee Pokémon,"['Honey Gather', 'Hustle']",88.1,120,3840,70,0.3,5.5,244,30,30,42,30,42,70,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
416,4,Vespiquen,bug,flying,Beehive Pokémon,"['Pressure', 'Unnerve']",0.0,45,3840,70,1.2,38.5,474,70,80,102,80,102,40,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
417,4,Pachirisu,electric,,EleSquirrel Pokémon,"['Run Away', 'Pickup', 'Volt Absorb']",50.0,200,2560,100,0.4,3.9,405,60,45,70,45,90,95,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
418,4,Buizel,water,,Sea Weasel Pokémon,"['Swift Swim', 'Water Veil']",50.0,190,5120,70,0.7,29.5,330,55,65,35,60,30,85,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
419,4,Floatzel,water,,Sea Weasel Pokémon,"['Swift Swim', 'Water Veil']",50.0,75,5120,70,1.1,33.5,495,85,105,55,85,50,115,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
420,4,Cherubi,grass,,Cherry Pokémon,['Chlorophyll'],50.0,190,5120,70,0.4,3.3,275,45,35,45,62,53,35,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
421,4,Cherrim,grass,,Blossom Pokémon,['Flower Gift'],50.0,75,5120,70,0.5,9.3,450,70,60,70,87,78,85,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
422,4,Shellos,water,,Sea Slug Pokémon,"['Sticky Hold', 'Storm Drain', 'Sand Force']",50.0,190,5120,70,0.3,6.3,325,76,48,48,57,62,34,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
423,4,Gastrodon,water,ground,Sea Slug Pokémon,"['Sticky Hold', 'Storm Drain', 'Sand Force']",50.0,75,5120,70,0.9,29.9,475,111,83,68,92,82,39,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
424,4,Ambipom,normal,,Long Tail Pokémon,"['Technician', 'Pickup', 'Skill Link']",50.0,45,5120,100,1.2,20.3,482,75,100,66,60,66,115,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
425,4,Drifloon,ghost,flying,Balloon Pokémon,"['Aftermath', 'Unburden', 'Flare Boost']",50.0,125,7680,70,0.4,1.2,348,90,50,34,60,44,70,0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0
426,4,Drifblim,ghost,flying,Blimp Pokémon,"['Aftermath', 'Unburden', 'Flare Boost']",50.0,60,7680,70,1.2,15.0,498,150,80,44,90,54,80,0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0
427,4,Buneary,normal,,Rabbit Pokémon,"['Run Away', 'Klutz', 'Limber']",50.0,190,5120,0,0.4,5.5,350,55,66,44,44,56,85,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
428,4,Lopunny,normal,,Rabbit Pokémon,"['Cute Charm', 'Klutz', 'Limber']",50.0,60,5120,140,1.2,33.3,580,65,136,94,54,96,135,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
429,4,Mismagius,ghost,,Magical Pokémon,['Levitate'],50.0,45,6400,35,0.9,4.4,495,60,60,60,105,105,105,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
430,4,Honchkrow,dark,flying,Big Boss Pokémon,"['Insomnia', 'Super Luck', 'Moxie']",50.0,30,5120,35,0.9,27.3,505,100,125,52,105,52,71,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
431,4,Glameow,normal,,Catty Pokémon,"['Limber', 'Own Tempo', 'Keen Eye']",24.6,190,5120,70,0.5,3.9,310,49,55,42,42,37,85,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
432,4,Purugly,normal,,Tiger Cat Pokémon,"['Thick Fat', 'Own Tempo', 'Defiant']",24.6,75,5120,70,1.0,43.8,452,71,82,64,64,59,112,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
433,4,Chingling,psychic,,Bell Pokémon,['Levitate'],50.0,120,6400,70,0.2,0.6,285,45,30,50,65,50,45,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
434,4,Stunky,poison,dark,Skunk Pokémon,"['Stench', 'Aftermath', 'Keen Eye']",50.0,225,5120,70,0.4,19.2,329,63,63,47,41,41,74,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0
435,4,Skuntank,poison,dark,Skunk Pokémon,"['Stench', 'Aftermath', 'Keen Eye']",50.0,60,5120,70,1.0,38.0,479,103,93,67,71,61,84,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0
436,4,Bronzor,steel,psychic,Bronze Pokémon,"['Levitate', 'Heatproof', 'Heavy Metal']",,255,5120,70,0.5,60.5,300,57,24,86,24,86,23,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
437,4,Bronzong,steel,psychic,Bronze Bell Pokémon,"['Levitate', 'Heatproof', 'Heavy Metal']",,90,5120,70,1.3,187.0,500,67,89,116,79,116,33,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
438,4,Bonsly,rock,,Bonsai Pokémon,"['Sturdy', 'Rock Head', 'Rattled']",50.0,255,5120,70,0.5,15.0,290,50,80,95,10,45,10,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
439,4,Mime Jr.,psychic,fairy,Mime Pokémon,"['Soundproof', 'Filter', 'Technician']",50.0,145,6400,70,0.6,13.0,310,20,25,45,70,90,60,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0
440,4,Happiny,normal,,Playhouse Pokémon,"['Natural Cure', 'Serene Grace', 'Friend Guard']",0.0,130,10240,140,0.6,24.4,220,100,5,5,15,65,30,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
441,4,Chatot,normal,flying,Music Note Pokémon,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",50.0,30,5120,35,0.5,1.9,411,76,65,45,92,42,91,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
442,4,Spiritomb,ghost,dark,Forbidden Pokémon,"['Pressure', 'Infiltrator']",50.0,100,7680,70,1.0,108.0,485,50,92,108,92,108,35,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0
443,4,Gible,dragon,ground,Land Shark Pokémon,"['Sand Veil', 'Rough Skin']",50.0,45,10240,70,0.7,20.5,300,58,70,45,40,45,42,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
444,4,Gabite,dragon,ground,Cave Pokémon,"['Sand Veil', 'Rough Skin']",50.0,45,10240,70,1.4,56.0,410,68,90,65,50,55,82,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
445,4,Garchomp,dragon,ground,Mach Pokémon,"['Sand Veil', 'Rough Skin']",50.0,45,10240,70,1.9,95.0,700,108,170,115,120,95,92,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
446,4,Munchlax,normal,,Big Eater Pokémon,"['Pickup', 'Thick Fat', 'Gluttony']",88.1,50,10240,70,0.6,105.0,390,135,85,40,40,85,5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
447,4,Riolu,fighting,,Emanation Pokémon,"['Steadfast', 'Inner Focus', 'Prankster']",88.1,75,6400,70,0.7,20.2,285,40,70,40,35,40,60,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
448,4,Lucario,fighting,steel,Aura Pokémon,"['Steadfast', 'Inner Focus', 'Justified']",88.1,45,6400,70,1.2,54.0,625,70,145,88,140,70,112,0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0
449,4,Hippopotas,ground,,Hippo Pokémon,"['Sand Stream', 'Sand Force']",50.0,140,7680,70,0.8,49.5,330,68,72,78,38,42,32,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
450,4,Hippowdon,ground,,Heavyweight Pokémon,"['Sand Stream', 'Sand Force']",50.0,60,7680,70,2.0,300.0,525,108,112,118,68,72,47,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
451,4,Skorupi,poison,bug,Scorpion Pokémon,"['Battle Armor', 'Sniper', 'Keen Eye']",50.0,120,5120,70,0.8,12.0,330,40,50,90,30,55,65,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
